ORIGIN TIME,LATITUDE,LONGITUDE,DEPTH,OBSERVED STATIONS,OBSERVATION NUMBER,ML MEDIAN,ML AVERAGE,ML ERROR,MW,MW ERROR,LATITUDE ERROR,LONGITUDE ERROR,DEPTH ERROR,ORIGIN TIME ERROR,GAP,RMS
2020-04-03T05:21:53.400000Z,-38.065,-71.319,101.7,9,18,4.962,4.290296,1.094,2.308,2.654,3.1,2.8,10,0.76,163,0.3
2020-04-03T07:41:04.100000Z,-38.033,-71.318,107.1,9,17,4.909,4.247167,1.04,2.297,2.612,6.6,5,13.5,0.89,163,0.3
2020-04-15T12:07:21.000000Z,-38.195,-71.312,80.9,9,18,4.475,4.069642,1.022,2.35,2.125,2.6,2.6,11.4,0.76,162,0.3
2020-05-02T21:19:30.800000Z,-36.679,-70.905,14,9,17,4.068,3.924528,0.65,2.471,1.597,4.1,11.5,13.5,0.75,169,0.3
2020-05-04T15:33:30.800000Z,-38.198,-68.613,17.7,7,14,3.174,2.868867,0.768,3.105,0.069,6.8,4.3,1.4,0.23,353,0
2020-05-22T17:31:00.600000Z,-36.845,-70.733,0,12,21,3.278,3.224077,0.605,2.412,0.866,14,12.4,12.1,4.27,112,1.6
2020-06-02T21:17:03.900000Z,-38.216,-68.984,5.1,7,14,2.687,2.741557,0.498,2.753,0.066,4.9,5.1,5,0.39,345,0.1
2020-06-03T08:21:54.700000Z,-38.228,-68.967,5.3,7,14,3.195,3.359423,0.398,3.194,0.001,6.7,6.9,6.8,0.53,346,0.2
2020-06-06T07:00:23.100000Z,-38.275,-69.002,0,7,14,3.727,3.662686,0.259,3.588,0.139,6.3,7.3,3.6,0.62,343,0.2
2020-06-08T16:46:07.500000Z,-37.766,-71.833,97,9,18,4.525,4.4028,0.734,2.913,1.612,3.7,3.3,8.1,0.7,206,0.3
2020-06-08T23:05:44.100000Z,-38.238,-71.281,35.1,10,21,4.355,4.130409,0.887,2.643,1.712,3.1,4.7,7.4,1.33,160,0.5
2020-06-11T07:52:40.600000Z,-38.194,-71.288,90,9,18,4.689,4.304914,0.975,2.481,2.208,2,2.1,7.7,0.59,161,0.2
2020-06-21T22:48:05.500000Z,-37.939,-71.164,30.8,10,20,4.23,3.819744,0.965,2.482,1.748,3.4,5.4,8.5,1.36,151,0.5
2020-06-24T19:32:45.700000Z,-37.878,-71.213,79.7,10,19,4.908,4.314139,1.145,2.482,2.426,3.4,3.8,11,1.08,154,0.4
2020-06-25T17:31:59.800000Z,-38.618,-68.948,4.8,7,14,2.667,2.430133,0.681,2.15,0.517,9.3,17,24.4,0.34,316,0.1
