ID,X,Y,SIGLA,SIGLA_MOD,OBS,TYPE,SUBTYPE,FORM_PROD,PROF2,PROF,HIGH,CLAS,SUBCLAS,FLUID,START_DRIL,END_DRILL,START_TERM,END_TERM,FR_fr_quan,FR_sand_mt,FR_inj_w_m,FR_inj_co2,FR_w+s,FR_fr_star,FR_fr_end
96394,-68.374443999999997,-38.912500000000001,APS.Nq.Sa-1248,APS.NQ.SA-1248,,NO CONVENCIONAL,TIGHT,los molles,,2000,272,EXPLOTACION,DESARROLLO,Sumidero,01/08/2017,15/08/2017,20/08/2017,27/08/2017,1,34,72,69,86,08/20/17,08/27/17
23405,-69.210539999999995,-37.371899999999997,CSJ.Nq.ET-551,CSJ.NQ.ET-551,,CONVENCIONAL,No informado,huitrin,,1228,800,EXPLOTACION,DESARROLLO,Petrolifero,01/05/2003,07/05/2003,11/05/2003,17/05/2003,1,0,29,0,29,02/16/11,02/16/11
23267,-69.263130000000004,-37.369900000000001,CSJ.Nq.ET-455,CSJ.NQ.ET-455,,CONVENCIONAL,No informado,huitrin,,1220,846,EXPLOTACION,DESARROLLO,Petrolifero,01/07/2002,08/07/2002,17/07/2002,20/07/2002,1,15,48,0,54,03/02/12,03/02/12
80295,-69.256929999999997,-37.386189999999999,CA.Nq.ET-902,CA.NQ.ET-902,,CONVENCIONAL,No informado,huitrin,,1372,827,EXPLOTACION,DESARROLLO,Petrolifero,01/07/2008,05/07/2008,27/07/2008,03/08/2008,1,14,71,0,77,03/27/12,03/27/12
80747,-69.261560000000003,-37.392519999999998,CA.Nq.ET-920,CA.NQ.ET-920,,CONVENCIONAL,No informado,huitrin,,1398,846,EXPLOTACION,DESARROLLO,Petrolifero,01/09/2008,05/09/2008,17/10/2008,23/10/2008,1,12,42,0,47,08/26/10,08/26/10
80886,-69.270370000000000,-37.393909999999998,CA.Nq.ET-895,CA.NQ.ET-895,,CONVENCIONAL,No informado,huitrin,,1399,849,EXPLOTACION,DESARROLLO,Petrolifero,01/10/2008,06/10/2008,09/11/2008,15/11/2008,1,14,40,0,45,03/30/10,03/30/10
85132,-69.215660000000000,-37.385980000000004,CHA.Nq.ET-1194,CHA.NQ.ET-1194,,CONVENCIONAL,No informado,huitrin,,1385,824,EXPLOTACION,DESARROLLO,Petrolifero,01/12/2010,07/12/2010,08/03/2011,14/03/2011,1,10,51,0,55,03/10/11,03/10/11
89561,-69.322100000000006,-37.366599999999998,CHA.Nq.ET.a-1213,CHA.NQ.ET.A-1213,,CONVENCIONAL,No informado,huitrin,,1355,897,EXPLOTACION,AVANZADA,Petrolifero,01/12/2013,01/12/2013,01/12/2013,01/12/2013,1,11,63,0,67,10/23/12,10/23/12
85751,-69.204130000000006,-37.386960000000002,CHA.Nq.ET-1254,CHA.NQ.ET-1254,,CONVENCIONAL,No informado,huitrin,,1281,794,EXPLOTACION,DESARROLLO,Petrolifero,02/05/2011,13/05/2011,01/06/2011,12/06/2011,1,10,44,0,48,06/05/11,06/05/11
99237,-67.641073000000006,-38.786003999999998,APS.RN.ELO-1001		,APS.RN.ELO-1001,,CONVENCIONAL,No informado,lajas,,2887,388,EXPLOTACION,DESARROLLO,Petrolifero,02/08/2019,26/08/2019,30/09/2019,16/10/2019,1,53,99,127,120,09/30/19,10/16/19
23397,-69.302850000000007,-37.378590000000003,CSJ.Nq.ET-545,CSJ.NQ.ET-545,,CONVENCIONAL,No informado,agrio,,1488,865,EXPLOTACION,DESARROLLO,Petrolifero,03/06/2003,10/06/2003,15/06/2003,20/06/2003,1,21,47,0,55,06/18/12,06/18/12
23207,-69.212419999999995,-37.364480000000000,CSJ.Nq.ET-405,CSJ.NQ.ET-405,,CONVENCIONAL,No informado,huitrin,,1202,791,EXPLOTACION,DESARROLLO,Petrolifero,04/01/2002,08/01/2002,17/01/2002,21/01/2002,1,0,31,0,31,01/28/10,01/28/10
76315,-69.272549999999995,-37.387540000000001,CSJ.Nq.ET-843,CSJ.NQ.ET-843,,CONVENCIONAL,No informado,huitrin,,1323,844,EXPLOTACION,DESARROLLO,Petrolifero,04/01/2007,08/01/2007,18/01/2007,26/01/2007,1,22,65,0,74,03/24/12,03/24/12
87034,-69.374610000000004,-37.399369999999998,CHA.Nq.ET-1079,CHA.NQ.ET-1079,,CONVENCIONAL,No informado,huitrin,,1404,923,EXPLOTACION,DESARROLLO,Petrolifero,04/04/2012,13/04/2012,28/04/2012,02/05/2012,1,15,62,0,68,04/30/12,04/30/12
48051,-68.413031000000004,-38.833545999999998,YPF.Nq.ADC-0033,YPF.NQ.ADC-0033,,CONVENCIONAL,No informado,lotena,,2676,395,EXPLOTACION,DESARROLLO,Petrolifero,04/11/1978,04/01/1979,06/01/1979,10/01/1979,1,166,1370,0,1436,11/04/12,12/20/12
93167,-68.898263999999998,-38.349389000000002,YPF.Nq.LLL-921(d),YPF.NQ.LLL-921,,NO CONVENCIONAL,SHALE,vaca muerta,,3068,505,EXPLOTACION,DESARROLLO,Petrolifero,04/12/2014,18/12/2014,29/04/2015,15/05/2015,1,236,777,0,871,05/01/15,05/01/15
100286,-68.422282999999993,-38.856805999999999,APS.Nq.ADC-1042(d),APS.NQ.ADC-1042,,CONVENCIONAL,No informado,lajas,,2610,464,EXPLOTACION,DESARROLLO,Petrolifero,05/05/2020,06/06/2020,14/06/2020,24/06/2020,1,31,77,76,89,06/11/21,06/23/21
82502,-69.250230000000002,-37.389429999999997,CHA.Nq.ET-935,CHA.NQ.ET-935,,CONVENCIONAL,No informado,huitrin,,1345,824,EXPLOTACION,DESARROLLO,Petrolifero,05/07/2009,11/07/2009,26/08/2009,01/09/2009,1,9,40,0,44,01/26/11,01/26/11
84526,-69.214579999999998,-37.388249999999999,CHA.Nq.ET.a-1173,CHA.NQ.ET.A-1173,,CONVENCIONAL,No informado,huitrin,,1405,829,EXPLOTACION,AVANZADA,Petrolifero,05/07/2010,12/07/2010,26/09/2010,03/10/2010,1,10,45,0,49,09/29/10,09/29/10
94361,-68.337934000000004,-38.851767000000002,APS.Nq.ADC-1026,APS.NQ.ADC-1026,,NO CONVENCIONAL,SHALE,vaca muerta,,2750,336,EXPLOTACION,DESARROLLO,Petrolifero,06/01/2016,28/01/2016,04/02/2016,01/03/2016,1,143,300,475,357,02/04/16,03/01/16
79836,-69.241399999999999,-37.383949999999999,CA.Nq.ETPA-1,CA.NQ.ETPA-1,,CONVENCIONAL,No informado,huitrin,,1433,811,EXPLOTACION,DESARROLLO,Petrolifero,06/04/2008,11/04/2008,27/04/2008,03/05/2008,1,9,42,0,45,06/14/11,06/14/11
89102,-68.692903000000001,-38.875802000000000,TPT.Nq.LBS-1027,TPT.NQ.LBS-1027,,CONVENCIONAL,No informado,los molles,,1555,527,EXPLOTACION,DESARROLLO,Petrolifero,06/08/2013,23/08/2013,,,1,43,638,0,655,09/23/13,09/23/13
87718,-69.360450000000000,-37.404179999999997,CHA.Nq.ET-1026,CHA.NQ.ET-1026,,CONVENCIONAL,No informado,huitrin,,897,892,EXPLOTACION,DESARROLLO,Petrolifero,06/09/2012,11/09/2012,01/10/2012,06/10/2012,1,15,95,0,101,10/03/12,10/03/12
92659,-68.346688000000000,-38.359172999999998,ROC.NQ.CAS.x-15,ROC.NQ.CAS.X-15,,NO CONVENCIONAL,SHALE,vaca muerta,,3163,586,EXPLORACION,EXPLORACION,Petrolifero,06/12/2013,20/01/2014,31/01/2014,10/01/2015,1,53,47,0,68,08/13/17,08/23/17
81453,-69.286990000000003,-37.392859999999999,CA.Nq.ET-1104,CA.NQ.ET-1104,,CONVENCIONAL,No informado,huitrin,,1354,840,EXPLOTACION,DESARROLLO,Petrolifero,07/01/2009,12/01/2009,08/02/2009,16/02/2009,1,3,43,0,44,02/23/11,02/23/11
83311,-69.245729999999995,-37.389429999999997,CHA.Nq.ET-948,CHA.NQ.ET-948,,CONVENCIONAL,No informado,agrio,,1394,823,EXPLOTACION,DESARROLLO,Petrolifero,07/01/2010,13/01/2010,05/02/2010,16/02/2010,1,13,41,0,46,02/14/10,02/14/10
86369,-69.210380000000001,-37.377490000000002,CHA.Nq.ET-1199,CHA.NQ.ET-1199,,CONVENCIONAL,No informado,huitrin,,1358,778,EXPLOTACION,DESARROLLO,Petrolifero,07/09/2011,13/09/2011,29/10/2011,02/11/2011,1,9,69,0,73,11/30/11,11/30/11
86628,-69.261700000000005,-37.392460000000000,CHA.Nq.ET-1182,CHA.NQ.ET-1182,,CONVENCIONAL,No informado,huitrin,,1344,841,EXPLOTACION,DESARROLLO,Petrolifero,07/12/2011,12/12/2011,06/01/2012,12/01/2012,1,13,47,0,52,01/08/12,01/08/12
86749,-69.235140000000001,-37.381279999999997,CHA.Nq.ET-1153,CHA.NQ.ET-1153,,CONVENCIONAL,No informado,huitrin,,1304,802,EXPLOTACION,DESARROLLO,Petrolifero,08/02/2012,13/02/2012,11/03/2012,15/03/2012,1,5,15,0,17,03/13/12,03/13/12
83353,-69.207269999999994,-37.383020000000002,CSJ.Nq.ETPA-13,CSJ.NQ.ETPA-13,,CONVENCIONAL,No informado,huitrin,,1578,797,EXPLOTACION,AVANZADA,Petrolifero,08/11/2007,13/11/2007,11/01/2008,29/01/2008,1,0,28,0,28,01/10/10,01/10/10
87309,-69.348659999999995,-37.398539999999997,CHA.Nq.ET.a-1207,CHA.NQ.ET.A-1207,,CONVENCIONAL,No informado,huitrin,,1202,891,EXPLOTACION,AVANZADA,Petrolifero,09/06/2012,15/06/2012,25/06/2012,02/07/2012,1,14,55,0,60,06/29/12,06/29/12
86010,-69.257170000000002,-37.390400000000000,CHA.Nq.ET-1183,CHA.NQ.ET-1183,,CONVENCIONAL,No informado,huitrin,,1358,823,EXPLOTACION,DESARROLLO,Petrolifero,09/08/2011,14/08/2011,28/08/2011,02/09/2011,1,10,42,0,46,08/30/11,08/30/11
92469,-68.900023000000004,-38.341580000000000,YPF.Nq.LLL-931(d),YPF.NQ.LLL-931,,NO CONVENCIONAL,SHALE,vaca muerta,,3015,507,EXPLOTACION,DESARROLLO,Petrolifero,09/09/2014,11/10/2014,06/01/2015,21/01/2015,1,150,912,0,972,01/12/15,01/12/15
85323,-69.225719999999995,-37.389919999999996,CHA.Nq.ET-1192,CHA.NQ.ET-1192,,CONVENCIONAL,No informado,huitrin,,1393,828,EXPLOTACION,DESARROLLO,Petrolifero,09/12/2010,15/12/2010,27/03/2011,01/04/2011,1,11,54,0,58,03/29/11,03/29/11
93168,-68.898263000000000,-38.349795000000000,YPF.Nq.LLL-922(d),YPF.NQ.LLL-922,,NO CONVENCIONAL,SHALE,vaca muerta,,3038,505,EXPLOTACION,DESARROLLO,Petrolifero,10/02/2015,24/02/2015,27/04/2015,10/05/2015,1,208,709,0,792,04/30/15,04/30/15
84377,-69.230310000000003,-37.391550000000002,CHA.Nq.ET.i-1168,CHA.NQ.ET.I-1168,,CONVENCIONAL,No informado,huitrin,,1424,841,SERVICIO,INYECTOR DE AGUA,Petrolifero,10/05/2010,20/05/2010,17/08/2010,24/08/2010,1,0,28,0,28,11/27/10,11/27/10
22859,-69.402280000000005,-37.409700000000001,SJ.Nq.ET.a-123,SJ.NQ.ET.A-123,,CONVENCIONAL,No informado,huitrin,,1751,931,EXPLOTACION,AVANZADA,Petrolifero,10/10/1995,19/10/1995,31/10/1995,19/11/1995,1,7,51,0,54,11/11/10,11/11/10
23163,-69.287490000000005,-37.372850000000000,CSJ.Nq.ET-374,CSJ.NQ.ET-374,,CONVENCIONAL,No informado,huitrin,,1273,867,EXPLOTACION,DESARROLLO,Petrolifero,10/10/2001,16/10/2001,19/10/2001,23/10/2001,1,20,23,0,31,09/27/12,09/27/12
81853,-69.291319999999999,-37.394449999999999,CA.Nq.ET.i-1103,CA.NQ.ET.I-1103,,CONVENCIONAL,No informado,huitrin,,1378,844,EXPLOTACION,DESARROLLO,Petrolifero,10/12/2008,14/12/2008,11/03/2009,16/03/2009,1,14,65,0,71,05/16/12,05/16/12
83552,-69.237660000000005,-37.387099999999997,CHA.Nq.ET.i-1166,CHA.NQ.ET.I-1166,,CONVENCIONAL,No informado,huitrin,,1344,820,SERVICIO,INYECTOR DE AGUA,Petrolifero,11/02/2010,16/02/2010,12/03/2010,18/03/2010,1,11,53,0,57,03/15/10,03/15/10
84220,-69.229939999999999,-37.387419999999999,CHA.Nq.ET-1163,CHA.NQ.ET-1163,,CONVENCIONAL,No informado,huitrin,,1598,816,SERVICIO,INYECTOR DE AGUA,Petrolifero,11/06/2010,18/06/2010,09/07/2010,15/07/2010,1,14,68,0,73,07/12/10,07/12/10
87426,-69.238990000000001,-37.382590000000000,CHA.Nq.ET-1145,CHA.NQ.ET-1145,,CONVENCIONAL,No informado,huitrin,,1319,805,EXPLOTACION,DESARROLLO,Petrolifero,11/07/2012,16/07/2012,04/08/2012,09/08/2012,1,5,54,0,56,08/06/12,08/06/12
83310,-69.244290000000007,-37.385970000000000,CHA.Nq.ET-1171,CHA.NQ.ET-1171,,CONVENCIONAL,No informado,agrio,,1353,823,EXPLOTACION,DESARROLLO,Petrolifero,11/12/2009,16/12/2009,22/01/2010,31/01/2010,1,16,52,0,58,01/25/10,01/25/10
87816,-69.382469999999998,-37.409390000000002,CHA.Nq.ET-1076,CHA.NQ.ET-1076,,CONVENCIONAL,No informado,huitrin,,1411,905,EXPLOTACION,DESARROLLO,Petrolifero,12/08/2012,18/08/2012,02/09/2012,08/09/2012,1,50,142,0,162,09/05/12,09/05/12
93959,-68.370486000000000,-38.858570000000000,APS.Nq.ADC-1024,APS.NQ.ADC-1024,,CONVENCIONAL,No informado,tordillo,,2460,307,EXPLOTACION,DESARROLLO,Petrolifero,12/09/2015,29/09/2015,08/10/2015,15/10/2015,1,18,59,44,66,05/20/16,06/01/16
81218,-69.267949999999999,-37.393300000000004,CA.Nq.ET-918,CA.NQ.ET-918,,CONVENCIONAL,No informado,huitrin,,1421,846,EXPLOTACION,DESARROLLO,Petrolifero,12/11/2008,16/11/2008,08/12/2008,18/12/2008,1,0,22,0,22,01/29/19,01/29/19
84919,-69.272980000000004,-37.395370000000000,CHA.Nq.ET-1180,CHA.NQ.ET-1180,,CONVENCIONAL,No informado,huitrin,,1284,840,EXPLOTACION,DESARROLLO,Petrolifero,12/11/2010,20/11/2010,29/12/2010,06/01/2011,1,0,28,0,28,01/03/11,01/03/11
92734,-68.907685000000001,-38.310395000000000,YPF.Nq.LLL-717(d),YPF.NQ.LLL-717,,NO CONVENCIONAL,SHALE,vaca muerta,,3053,501,EXPLOTACION,DESARROLLO,Petrolifero,13/01/2015,28/01/2015,23/02/2015,03/03/2015,1,168,625,0,692,02/26/15,02/26/15
23232,-69.364930000000001,-37.407660000000000,CSJ.Nq.ET-426,CSJ.NQ.ET-426,,CONVENCIONAL,No informado,huitrin,,1380,904,EXPLOTACION,DESARROLLO,Petrolifero,13/03/2002,22/03/2002,28/03/2002,05/04/2002,1,7,77,0,80,10/28/11,10/28/11
81217,-69.259320000000002,-37.389479999999999,CA.Nq.ET-910,CA.NQ.ET-910,,CONVENCIONAL,No informado,huitrin,,1406,830,EXPLOTACION,DESARROLLO,Petrolifero,13/10/2008,17/10/2008,26/11/2008,01/12/2008,1,12,41,0,46,07/03/10,07/03/10
85863,-69.217720000000000,-37.382040000000003,CHA.Nq.ET-1185,CHA.NQ.ET-1185,,CONVENCIONAL,No informado,huitrin,,1136,803,EXPLOTACION,DESARROLLO,Petrolifero,14/07/2010,31/07/2010,26/04/2011,18/05/2011,1,10,41,0,45,05/14/11,05/14/11
95350,-68.405720000000002,-38.862938999999997,APS.Nq.ADC.a-1021,APS.NQ.ADC.A-1021,,CONVENCIONAL,No informado,lotena,,2513,350,EXPLOTACION,AVANZADA,Petrolifero,14/08/2016,02/09/2016,17/09/2016,23/09/2016,1,28,69,67,80,11/25/16,11/26/16
86372,-69.210340000000002,-37.377420000000001,CHA.Nq.ET-760,CHA.NQ.ET-760,,CONVENCIONAL,No informado,huitrin,,1274,778,EXPLOTACION,DESARROLLO,Petrolifero,14/09/2011,20/09/2011,23/10/2011,28/10/2011,1,0,22,0,22,10/25/11,10/25/11
86539,-69.271410000000003,-37.399569999999997,CHA.Nq.ET-1320,CHA.NQ.ET-1320,,CONVENCIONAL,No informado,huitrin,,1449,850,EXPLOTACION,DESARROLLO,Petrolifero,14/12/2011,20/12/2011,13/01/2012,21/01/2012,1,13,73,0,78,01/16/12,01/16/12
93170,-68.899293999999998,-38.349795999999998,YPF.Nq.LLL-924(d),YPF.NQ.LLL-924,,NO CONVENCIONAL,SHALE,vaca muerta,,3004,505,EXPLOTACION,DESARROLLO,Petrolifero,15/02/2015,17/03/2015,27/04/2015,19/05/2015,1,236,827,0,921,04/29/15,04/29/15
84045,-69.318209999999993,-37.388820000000003,CHA.Nq.ET.a-1203,CHA.NQ.ET.A-1203,,CONVENCIONAL,No informado,agrio,,1427,854,EXPLOTACION,AVANZADA,Petrolifero,15/04/2010,25/04/2010,03/06/2010,11/06/2010,1,19,69,0,76,06/07/10,06/07/10
87035,-69.251670000000004,-37.381869999999999,CHA.Nq.ET-1131,CHA.NQ.ET-1131,,CONVENCIONAL,No informado,rayoso,,1351,822,EXPLOTACION,DESARROLLO,Petrolifero,15/04/2012,21/04/2012,03/05/2012,09/05/2012,1,21,62,0,70,05/06/12,05/06/12
82287,-69.285370000000000,-37.400779999999997,CA.Nq.ET-1109,CA.NQ.ET-1109,,CONVENCIONAL,No informado,huitrin,,1380,825,EXPLOTACION,DESARROLLO,Petrolifero,15/05/2009,19/05/2009,18/06/2009,30/06/2009,1,13,70,0,75,08/02/12,08/02/12
23794,-67.644509999999997,-38.756189999999997,CSJ.RN.LN.i-29,CSJ.RN.LN.I-29,,No informado,No informado,lajas,,3339,385,SERVICIO,INYECTOR DE AGUA,Petrolifero,16/05/2000,25/06/2000,01/07/2000,18/07/2000,1,12,51,59,56,08/13/21,09/10/21
79978,-69.254570000000001,-37.388530000000003,CA.Nq.ET-923,CA.NQ.ET-923,,CONVENCIONAL,No informado,huitrin,,1433,823,EXPLOTACION,DESARROLLO,Petrolifero,16/05/2008,21/05/2008,05/06/2008,12/06/2008,1,8,37,0,40,05/20/10,05/20/10
85865,-69.245509999999996,-37.380769999999998,CHA.Nq.ET-1138,CHA.NQ.ET-1138,,CONVENCIONAL,No informado,huitrin,,1421,814,EXPLOTACION,DESARROLLO,Petrolifero,16/07/2011,22/07/2011,14/08/2011,18/08/2011,1,12,55,0,60,08/15/11,08/15/11
93598,-68.365701000000001,-38.862515999999999,APS.Nq.ADC-1022,APS.NQ.ADC-1022,,CONVENCIONAL,No informado,lotena,,2400,304,EXPLOTACION,DESARROLLO,Petrolifero,16/07/2015,03/08/2015,06/08/2015,16/08/2015,1,19,36,42,44,12/16/15,12/17/15
76277,-69.273859999999999,-37.384459999999997,CSJ.Nq.ET-837,CSJ.NQ.ET-837,,CONVENCIONAL,No informado,huitrin,,1323,848,EXPLOTACION,DESARROLLO,Petrolifero,16/11/2006,04/12/2006,08/12/2006,21/12/2006,1,9,43,0,46,01/29/13,01/29/13
93166,-68.899294999999995,-38.349524000000002,YPF.Nq.LLL-920(d),YPF.NQ.LLL-920,,NO CONVENCIONAL,SHALE,vaca muerta,,3049,505,EXPLOTACION,DESARROLLO,Petrolifero,16/12/2014,19/01/2015,01/05/2015,20/05/2015,1,233,750,0,843,05/01/15,05/01/15
85225,-67.815236999999996,-38.440410000000000,TPT.RN.ADI.x-1001,TPT.RN.ADI.X-1001,,CONVENCIONAL,No informado,loma montosa,,3099,525,EXPLORACION,EXPLORACION,Petrolifero,17/03/2011,05/04/2011,19/04/2011,07/05/2011,1,14,84,0,89,05/07/11,05/07/11
93169,-68.899293999999998,-38.349930999999998,YPF.Nq.LLL-923(d),YPF.NQ.LLL-923,,NO CONVENCIONAL,SHALE,vaca muerta,,3039,505,EXPLOTACION,DESARROLLO,Petrolifero,17/03/2015,29/03/2015,25/04/2015,17/05/2015,1,229,741,0,832,04/28/15,04/28/15
87310,-69.282740000000004,-37.402889999999999,CHA.Nq.ETPa-4,CHA.NQ.ETPA-4,,CONVENCIONAL,No informado,huitrin,,1347,845,EXPLOTACION,AVANZADA,Petrolifero,17/06/2012,22/06/2012,03/07/2012,08/07/2012,1,5,56,0,58,08/05/12,08/05/12
99227,-68.392257999999998,-38.863978000000003,APS.Nq.ADC.a-1035		,APS.NQ.ADC.A-1035,,CONVENCIONAL,No informado,punta rosada,,2500,328,EXPLOTACION,AVANZADA,Petrolifero,17/09/2019,03/10/2019,07/10/2019,15/10/2019,1,28,55,51,66,10/07/19,10/15/19
85322,-69.225669999999994,-37.389850000000003,CHA.Nq.ET.i-1191,CHA.NQ.ET.I-1191,,CONVENCIONAL,No informado,huitrin,,1358,828,EXPLOTACION,DESARROLLO,Petrolifero,17/12/2010,23/12/2010,16/03/2011,20/03/2011,1,9,63,0,67,02/17/12,02/17/12
83551,-69.237620000000007,-37.387020000000000,CHA.Nq.ET-1165,CHA.NQ.ET-1165,,CONVENCIONAL,No informado,huitrin,,1352,820,EXPLOTACION,DESARROLLO,Petrolifero,18/02/2010,24/02/2010,06/03/2010,12/03/2010,1,11,45,0,49,03/08/10,03/08/10
87118,-69.234859999999998,-37.385669999999998,CHA.Nq.ET-1268,CHA.NQ.ET-1268,,CONVENCIONAL,No informado,huitrin,,1332,812,EXPLOTACION,DESARROLLO,Petrolifero,18/05/2012,23/05/2012,27/05/2012,31/05/2012,1,11,52,0,57,05/29/12,05/29/12
87537,-69.411370000000005,-37.403869999999998,CHA.Nq.ET-1058,CHA.NQ.ET-1058,,CONVENCIONAL,No informado,huitrin,,1434,953,EXPLOTACION,DESARROLLO,Petrolifero,18/07/2012,25/07/2012,10/08/2012,16/08/2012,1,25,97,0,107,08/12/12,08/12/12
88301,-69.359089999999995,-37.400350000000003,CHA.Nq.ET-1219,CHA.NQ.ET-1219,,CONVENCIONAL,No informado,huitrin,,1291,897,EXPLOTACION,DESARROLLO,Petrolifero,18/12/2012,24/12/2012,07/01/2013,12/01/2013,1,9,76,0,80,01/08/13,01/08/13
93164,-68.898263000000000,-38.349524000000002,YPF.Nq.LLL-918(d),YPF.NQ.LLL-918,,NO CONVENCIONAL,SHALE,vaca muerta,,2996,505,EXPLOTACION,DESARROLLO,Petrolifero,18/12/2014,27/01/2015,29/04/2015,12/05/2015,1,232,770,0,862,05/01/15,05/01/15
101027,-67.668088999999995,-38.853482000000000,APS.RN.LMa-1017,APS.RN.LMA-1017,,NO CONVENCIONAL,TIGHT,lajas,,3533,458,EXPLOTACION,DESARROLLO,Petrolifero,19/02/2022,20/03/2022,05/04/2022,17/04/2022,1,64,134,144,160,04/06/22,04/14/22
23633,-69.289919999999995,-37.382460000000002,CSJ.Nq.ET.a-756,CSJ.NQ.ET.A-756,,CONVENCIONAL,No informado,huitrin,,1333,852,EXPLOTACION,AVANZADA,Petrolifero,19/06/2005,24/06/2005,06/07/2005,15/07/2005,1,17,53,0,60,05/01/12,05/01/12
86370,-69.202789999999993,-37.375610000000002,CHA.Nq.ET-1250,CHA.NQ.ET-1250,,CONVENCIONAL,No informado,huitrin,,1246,765,EXPLOTACION,DESARROLLO,Petrolifero,19/06/2011,26/06/2011,26/08/2011,05/09/2011,1,6,56,0,58,08/30/11,08/30/11
70983,-69.276390000000006,-37.383510000000001,CSJ.Nq.ET-800,CSJ.NQ.ET-800,,CONVENCIONAL,No informado,huitrin,,1336,847,EXPLOTACION,DESARROLLO,Petrolifero,19/07/2006,23/07/2006,31/07/2006,10/08/2006,1,12,49,0,54,01/19/13,01/19/13
81219,-69.234160000000003,-37.391280000000002,CA.Nq.ETPA-8,CA.NQ.ETPA-8,,CONVENCIONAL,No informado,huitrin,,1480,861,EXPLOTACION,DESARROLLO,Petrolifero,19/09/2008,23/09/2008,01/11/2008,09/11/2008,1,16,78,0,85,01/31/10,01/31/10
78153,-69.261519000000007,-37.387248000000000,CA.Nq.ET-883,CA.NQ.ET-883,,CONVENCIONAL,No informado,huitrin,,1367,834,EXPLOTACION,DESARROLLO,Petrolifero,19/11/2007,23/11/2007,05/12/2007,14/12/2007,1,17,63,0,70,01/22/12,01/22/12
84378,-69.213409999999996,-37.381160000000001,CHA.Nq.ET.a-1175,CHA.NQ.ET.A-1175,,CONVENCIONAL,No informado,huitrin,,1385,811,EXPLOTACION,AVANZADA,Petrolifero,20/06/2010,26/06/2010,28/07/2010,03/08/2010,1,0,28,0,28,07/31/10,07/31/10
99250,-67.683746999999997,-38.836787000000001,APS.RN.LMa.a-1012,APS.RN.LMA.A-1012,,NO CONVENCIONAL,TIGHT,lajas,,3656,456,EXPLOTACION,AVANZADA,Petrolifero,20/06/2019,27/07/2019,21/08/2019,13/09/2019,1,35,89,85,103,08/21/19,09/13/19
76726,-69.292460000000005,-37.388599999999997,CSJ.Nq.ET-823,CSJ.NQ.ET-823,,CONVENCIONAL,No informado,huitrin,,1303,844,EXPLOTACION,DESARROLLO,Petrolifero,21/02/2007,26/02/2007,09/03/2007,14/03/2007,1,23,63,0,72,03/06/12,03/06/12
76848,-69.246679999999998,-37.382350000000002,CSJ.Nq.ET.WW-38,CSJ.NQ.ET.WW-38,,CONVENCIONAL,No informado,huitrin,,0,815,EXPLOTACION,DESARROLLO,Petrolifero,21/03/2007,26/03/2007,11/04/2007,17/04/2007,1,10,40,0,44,02/16/12,02/16/12
91762,-68.914655999999994,-38.331282000000002,YPF.Nq.LLL-840(d),YPF.NQ.LLL-840,,NO CONVENCIONAL,SHALE,vaca muerta,,2856,506,EXPLOTACION,DESARROLLO,Petrolifero,21/07/2014,21/07/2014,,,1,149,965,0,1025,10/02/14,10/02/14
80745,-69.247969999999995,-37.388379999999998,CA.Nq.ET.i-936,CA.NQ.ET.I-936,,CONVENCIONAL,No informado,huitrin,,1456,824,SERVICIO,PRODUCTOR DE AGUA,Petrolifero,21/08/2008,25/08/2008,01/10/2008,17/10/2008,1,12,67,0,72,10/24/11,10/24/11
83022,-69.240780000000001,-37.386780000000002,CHA.Nq.ET-1144,CHA.NQ.ET-1144,,CONVENCIONAL,No informado,huitrin,,1370,832,EXPLOTACION,DESARROLLO,Petrolifero,21/09/2009,26/09/2009,06/11/2009,11/11/2009,1,12,47,0,52,09/11/10,09/11/10
84734,-69.231030000000004,-37.385440000000003,CHA.Nq.ET-1161,CHA.NQ.ET-1161,,CONVENCIONAL,No informado,huitrin,,1334,808,EXPLOTACION,DESARROLLO,Petrolifero,21/09/2010,27/09/2010,13/11/2010,19/11/2010,1,11,43,0,47,11/16/10,11/16/10
85131,-69.215699999999998,-37.386049999999997,CHA.Nq.ET-1193,CHA.NQ.ET-1193,,CONVENCIONAL,No informado,huitrin,,1368,824,EXPLOTACION,DESARROLLO,Petrolifero,21/11/2010,30/11/2010,16/02/2011,24/02/2011,1,0,23,0,23,02/21/11,02/21/11
86277,-69.248410000000007,-37.379860000000001,CA.Nq.ET-1135,CA.NQ.ET-1135,,CONVENCIONAL,No informado,huitrin,,1395,819,EXPLOTACION,DESARROLLO,Petrolifero,22/09/2011,27/09/2011,04/10/2011,10/10/2011,1,25,78,0,88,10/07/11,10/07/11
81598,-69.257000000000005,-37.387970000000003,CA.Nq.ET-901,CA.NQ.ET-901,,CONVENCIONAL,No informado,huitrin,,1525,823,EXPLOTACION,DESARROLLO,Petrolifero,23/11/2008,27/11/2008,18/01/2009,26/01/2009,1,15,66,0,72,03/21/12,03/21/12
46008,-69.213040000000007,-37.376500000000000,CSJ.Nq.ET.i-779,CSJ.NQ.ET.I-779,,CONVENCIONAL,No informado,huitrin,,1238,779,SERVICIO,INYECTOR DE AGUA,Petrolifero,24/01/2006,28/01/2006,02/03/2006,07/03/2006,1,0,28,0,28,07/07/12,07/07/12
